hid,name,longitude,latitude,distance_km,booking_date,search_quantity,try_quantity,order_quantity,big event,social data
281000,广州圣丰索菲特大酒店,113.315885,23.138155,9.52321356778547,20260420,4504,4,0,1. 2026.04.15-05.05 第139届中国进出口商品交易会（广交会，广交会展馆，距离酒店约4.8公里）；2. 2026.04.14-04.17 第六届广州采购交易会（保利世贸博览馆，距离约4.8公里）；3. 2026.04.21-04.27 广州家居用品及礼品展览会（保利世贸博览馆，距离约4.8公里）；4. 2026.05.01-05.03 广州华夏家博会（保利世贸博览馆，距离约4.8公里）；5. 2026.04.24-05.05 沉浸式情景剧《大湾鸡·星际追光》（广州塔剧场，距离约3.5公里）；6. 2026.04.29-05.02 杂技童话剧《萌动奇迹》（广州市文化馆，距离约6.6公里）；7. 2026年4-5月 广州大剧院《江/云?之/间》话剧（距离约2.6公里）；8. 2026年4-5月 中山纪念堂《日出》《雷雨》《茶馆》经典话剧（距离约5.2公里）,【Event-related】：广交会相关高端商务旅客的全网讨论，展会期间五星级酒店预订量同比增长超180%，高端商务社交需求旺盛；各类高端演出、话剧的观众反馈积极，高端文旅消费热度显著提升，五一期间广州高端酒店平均入住率超90%；【Non-event】：广州天河珠江新城、太古汇等高端商圈的网红餐厅、高端娱乐的零散社交信号，高端住客的酒店入住体验与周边高端服务评价，广州高端文旅消费的相关讨论与分享。
281000,广州圣丰索菲特大酒店,113.315885,23.138155,9.52321356778547,20260421,4853,4,0,1. 2026.04.15-05.05 第139届中国进出口商品交易会（广交会，广交会展馆，距离酒店约4.8公里）；2. 2026.04.14-04.17 第六届广州采购交易会（保利世贸博览馆，距离约4.8公里）；3. 2026.04.21-04.27 广州家居用品及礼品展览会（保利世贸博览馆，距离约4.8公里）；4. 2026.05.01-05.03 广州华夏家博会（保利世贸博览馆，距离约4.8公里）；5. 2026.04.24-05.05 沉浸式情景剧《大湾鸡·星际追光》（广州塔剧场，距离约3.5公里）；6. 2026.04.29-05.02 杂技童话剧《萌动奇迹》（广州市文化馆，距离约6.6公里）；7. 2026年4-5月 广州大剧院《江/云?之/间》话剧（距离约2.6公里）；8. 2026年4-5月 中山纪念堂《日出》《雷雨》《茶馆》经典话剧（距离约5.2公里）,【Event-related】：广交会相关高端商务旅客的全网讨论，展会期间五星级酒店预订量同比增长超180%，高端商务社交需求旺盛；各类高端演出、话剧的观众反馈积极，高端文旅消费热度显著提升，五一期间广州高端酒店平均入住率超90%；【Non-event】：广州天河珠江新城、太古汇等高端商圈的网红餐厅、高端娱乐的零散社交信号，高端住客的酒店入住体验与周边高端服务评价，广州高端文旅消费的相关讨论与分享。
281000,广州圣丰索菲特大酒店,113.315885,23.138155,9.52321356778547,20260422,5056,5,0,1. 2026.04.15-05.05 第139届中国进出口商品交易会（广交会，广交会展馆，距离酒店约4.8公里）；2. 2026.04.14-04.17 第六届广州采购交易会（保利世贸博览馆，距离约4.8公里）；3. 2026.04.21-04.27 广州家居用品及礼品展览会（保利世贸博览馆，距离约4.8公里）；4. 2026.05.01-05.03 广州华夏家博会（保利世贸博览馆，距离约4.8公里）；5. 2026.04.24-05.05 沉浸式情景剧《大湾鸡·星际追光》（广州塔剧场，距离约3.5公里）；6. 2026.04.29-05.02 杂技童话剧《萌动奇迹》（广州市文化馆，距离约6.6公里）；7. 2026年4-5月 广州大剧院《江/云?之/间》话剧（距离约2.6公里）；8. 2026年4-5月 中山纪念堂《日出》《雷雨》《茶馆》经典话剧（距离约5.2公里）,【Event-related】：广交会相关高端商务旅客的全网讨论，展会期间五星级酒店预订量同比增长超180%，高端商务社交需求旺盛；各类高端演出、话剧的观众反馈积极，高端文旅消费热度显著提升，五一期间广州高端酒店平均入住率超90%；【Non-event】：广州天河珠江新城、太古汇等高端商圈的网红餐厅、高端娱乐的零散社交信号，高端住客的酒店入住体验与周边高端服务评价，广州高端文旅消费的相关讨论与分享。
281000,广州圣丰索菲特大酒店,113.315885,23.138155,9.52321356778547,20260423,4891,2,0,1. 2026.04.15-05.05 第139届中国进出口商品交易会（广交会，广交会展馆，距离酒店约4.8公里）；2. 2026.04.14-04.17 第六届广州采购交易会（保利世贸博览馆，距离约4.8公里）；3. 2026.04.21-04.27 广州家居用品及礼品展览会（保利世贸博览馆，距离约4.8公里）；4. 2026.05.01-05.03 广州华夏家博会（保利世贸博览馆，距离约4.8公里）；5. 2026.04.24-05.05 沉浸式情景剧《大湾鸡·星际追光》（广州塔剧场，距离约3.5公里）；6. 2026.04.29-05.02 杂技童话剧《萌动奇迹》（广州市文化馆，距离约6.6公里）；7. 2026年4-5月 广州大剧院《江/云?之/间》话剧（距离约2.6公里）；8. 2026年4-5月 中山纪念堂《日出》《雷雨》《茶馆》经典话剧（距离约5.2公里）,【Event-related】：广交会相关高端商务旅客的全网讨论，展会期间五星级酒店预订量同比增长超180%，高端商务社交需求旺盛；各类高端演出、话剧的观众反馈积极，高端文旅消费热度显著提升，五一期间广州高端酒店平均入住率超90%；【Non-event】：广州天河珠江新城、太古汇等高端商圈的网红餐厅、高端娱乐的零散社交信号，高端住客的酒店入住体验与周边高端服务评价，广州高端文旅消费的相关讨论与分享。
281000,广州圣丰索菲特大酒店,113.315885,23.138155,9.52321356778547,20260424,8530,0,0,1. 2026.04.15-05.05 第139届中国进出口商品交易会（广交会，广交会展馆，距离酒店约4.8公里）；2. 2026.04.14-04.17 第六届广州采购交易会（保利世贸博览馆，距离约4.8公里）；3. 2026.04.21-04.27 广州家居用品及礼品展览会（保利世贸博览馆，距离约4.8公里）；4. 2026.05.01-05.03 广州华夏家博会（保利世贸博览馆，距离约4.8公里）；5. 2026.04.24-05.05 沉浸式情景剧《大湾鸡·星际追光》（广州塔剧场，距离约3.5公里）；6. 2026.04.29-05.02 杂技童话剧《萌动奇迹》（广州市文化馆，距离约6.6公里）；7. 2026年4-5月 广州大剧院《江/云?之/间》话剧（距离约2.6公里）；8. 2026年4-5月 中山纪念堂《日出》《雷雨》《茶馆》经典话剧（距离约5.2公里）,【Event-related】：广交会相关高端商务旅客的全网讨论，展会期间五星级酒店预订量同比增长超180%，高端商务社交需求旺盛；各类高端演出、话剧的观众反馈积极，高端文旅消费热度显著提升，五一期间广州高端酒店平均入住率超90%；【Non-event】：广州天河珠江新城、太古汇等高端商圈的网红餐厅、高端娱乐的零散社交信号，高端住客的酒店入住体验与周边高端服务评价，广州高端文旅消费的相关讨论与分享。
281000,广州圣丰索菲特大酒店,113.315885,23.138155,9.52321356778547,20260425,11302,3,0,1. 2026.04.15-05.05 第139届中国进出口商品交易会（广交会，广交会展馆，距离酒店约4.8公里）；2. 2026.04.14-04.17 第六届广州采购交易会（保利世贸博览馆，距离约4.8公里）；3. 2026.04.21-04.27 广州家居用品及礼品展览会（保利世贸博览馆，距离约4.8公里）；4. 2026.05.01-05.03 广州华夏家博会（保利世贸博览馆，距离约4.8公里）；5. 2026.04.24-05.05 沉浸式情景剧《大湾鸡·星际追光》（广州塔剧场，距离约3.5公里）；6. 2026.04.29-05.02 杂技童话剧《萌动奇迹》（广州市文化馆，距离约6.6公里）；7. 2026年4-5月 广州大剧院《江/云?之/间》话剧（距离约2.6公里）；8. 2026年4-5月 中山纪念堂《日出》《雷雨》《茶馆》经典话剧（距离约5.2公里）,【Event-related】：广交会相关高端商务旅客的全网讨论，展会期间五星级酒店预订量同比增长超180%，高端商务社交需求旺盛；各类高端演出、话剧的观众反馈积极，高端文旅消费热度显著提升，五一期间广州高端酒店平均入住率超90%；【Non-event】：广州天河珠江新城、太古汇等高端商圈的网红餐厅、高端娱乐的零散社交信号，高端住客的酒店入住体验与周边高端服务评价，广州高端文旅消费的相关讨论与分享。
281000,广州圣丰索菲特大酒店,113.315885,23.138155,9.52321356778547,20260426,11819,10,0,1. 2026.04.15-05.05 第139届中国进出口商品交易会（广交会，广交会展馆，距离酒店约4.8公里）；2. 2026.04.14-04.17 第六届广州采购交易会（保利世贸博览馆，距离约4.8公里）；3. 2026.04.21-04.27 广州家居用品及礼品展览会（保利世贸博览馆，距离约4.8公里）；4. 2026.05.01-05.03 广州华夏家博会（保利世贸博览馆，距离约4.8公里）；5. 2026.04.24-05.05 沉浸式情景剧《大湾鸡·星际追光》（广州塔剧场，距离约3.5公里）；6. 2026.04.29-05.02 杂技童话剧《萌动奇迹》（广州市文化馆，距离约6.6公里）；7. 2026年4-5月 广州大剧院《江/云?之/间》话剧（距离约2.6公里）；8. 2026年4-5月 中山纪念堂《日出》《雷雨》《茶馆》经典话剧（距离约5.2公里）,【Event-related】：广交会相关高端商务旅客的全网讨论，展会期间五星级酒店预订量同比增长超180%，高端商务社交需求旺盛；各类高端演出、话剧的观众反馈积极，高端文旅消费热度显著提升，五一期间广州高端酒店平均入住率超90%；【Non-event】：广州天河珠江新城、太古汇等高端商圈的网红餐厅、高端娱乐的零散社交信号，高端住客的酒店入住体验与周边高端服务评价，广州高端文旅消费的相关讨论与分享。
281000,广州圣丰索菲特大酒店,113.315885,23.138155,9.52321356778547,20260427,0,0,0,1. 2026.04.15-05.05 第139届中国进出口商品交易会（广交会，广交会展馆，距离酒店约4.8公里）；2. 2026.04.14-04.17 第六届广州采购交易会（保利世贸博览馆，距离约4.8公里）；3. 2026.04.21-04.27 广州家居用品及礼品展览会（保利世贸博览馆，距离约4.8公里）；4. 2026.05.01-05.03 广州华夏家博会（保利世贸博览馆，距离约4.8公里）；5. 2026.04.24-05.05 沉浸式情景剧《大湾鸡·星际追光》（广州塔剧场，距离约3.5公里）；6. 2026.04.29-05.02 杂技童话剧《萌动奇迹》（广州市文化馆，距离约6.6公里）；7. 2026年4-5月 广州大剧院《江/云?之/间》话剧（距离约2.6公里）；8. 2026年4-5月 中山纪念堂《日出》《雷雨》《茶馆》经典话剧（距离约5.2公里）,【Event-related】：广交会相关高端商务旅客的全网讨论，展会期间五星级酒店预订量同比增长超180%，高端商务社交需求旺盛；各类高端演出、话剧的观众反馈积极，高端文旅消费热度显著提升，五一期间广州高端酒店平均入住率超90%；【Non-event】：广州天河珠江新城、太古汇等高端商圈的网红餐厅、高端娱乐的零散社交信号，高端住客的酒店入住体验与周边高端服务评价，广州高端文旅消费的相关讨论与分享。
281000,广州圣丰索菲特大酒店,113.315885,23.138155,9.52321356778547,20260428,0,0,0,1. 2026.04.15-05.05 第139届中国进出口商品交易会（广交会，广交会展馆，距离酒店约4.8公里）；2. 2026.04.14-04.17 第六届广州采购交易会（保利世贸博览馆，距离约4.8公里）；3. 2026.04.21-04.27 广州家居用品及礼品展览会（保利世贸博览馆，距离约4.8公里）；4. 2026.05.01-05.03 广州华夏家博会（保利世贸博览馆，距离约4.8公里）；5. 2026.04.24-05.05 沉浸式情景剧《大湾鸡·星际追光》（广州塔剧场，距离约3.5公里）；6. 2026.04.29-05.02 杂技童话剧《萌动奇迹》（广州市文化馆，距离约6.6公里）；7. 2026年4-5月 广州大剧院《江/云?之/间》话剧（距离约2.6公里）；8. 2026年4-5月 中山纪念堂《日出》《雷雨》《茶馆》经典话剧（距离约5.2公里）,【Event-related】：广交会相关高端商务旅客的全网讨论，展会期间五星级酒店预订量同比增长超180%，高端商务社交需求旺盛；各类高端演出、话剧的观众反馈积极，高端文旅消费热度显著提升，五一期间广州高端酒店平均入住率超90%；【Non-event】：广州天河珠江新城、太古汇等高端商圈的网红餐厅、高端娱乐的零散社交信号，高端住客的酒店入住体验与周边高端服务评价，广州高端文旅消费的相关讨论与分享。
281000,广州圣丰索菲特大酒店,113.315885,23.138155,9.52321356778547,20260429,9259,0,0,1. 2026.04.15-05.05 第139届中国进出口商品交易会（广交会，广交会展馆，距离酒店约4.8公里）；2. 2026.04.14-04.17 第六届广州采购交易会（保利世贸博览馆，距离约4.8公里）；3. 2026.04.21-04.27 广州家居用品及礼品展览会（保利世贸博览馆，距离约4.8公里）；4. 2026.05.01-05.03 广州华夏家博会（保利世贸博览馆，距离约4.8公里）；5. 2026.04.24-05.05 沉浸式情景剧《大湾鸡·星际追光》（广州塔剧场，距离约3.5公里）；6. 2026.04.29-05.02 杂技童话剧《萌动奇迹》（广州市文化馆，距离约6.6公里）；7. 2026年4-5月 广州大剧院《江/云?之/间》话剧（距离约2.6公里）；8. 2026年4-5月 中山纪念堂《日出》《雷雨》《茶馆》经典话剧（距离约5.2公里）,【Event-related】：广交会相关高端商务旅客的全网讨论，展会期间五星级酒店预订量同比增长超180%，高端商务社交需求旺盛；各类高端演出、话剧的观众反馈积极，高端文旅消费热度显著提升，五一期间广州高端酒店平均入住率超90%；【Non-event】：广州天河珠江新城、太古汇等高端商圈的网红餐厅、高端娱乐的零散社交信号，高端住客的酒店入住体验与周边高端服务评价，广州高端文旅消费的相关讨论与分享。
